email_text,label
Thanks for your update.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Please confirm once received.,ham
Thanks for your update.,ham
Let's schedule the meeting on Monday.,ham
Looking forward to your reply.,ham
Congratulations! You have won ₹51788. Claim your prize now.,spam
The deadline is next Friday.,ham
Please confirm once received.,ham
Let me know your availability.,ham
You received cashback of ₹7573. Withdraw now.,spam
Thanks for your update.,ham
Congratulations! You have won ₹55925. Claim your prize now.,spam
Let me know your availability.,ham
Thanks for your update.,ham
The deadline is next Friday.,ham
Please confirm once received.,ham
Please confirm once received.,ham
Your loan of ₹81211 is approved instantly. Apply today.,spam
Let me know your availability.,ham
Let's schedule the meeting on Friday.,ham
The deadline is next Thursday.,ham
Your loan of ₹17826 is approved instantly. Apply today.,spam
Earn ₹45378 weekly from home. Register now.,spam
Your loan of ₹60444 is approved instantly. Apply today.,spam
Free gift card worth ₹99145. Claim before expiry.,spam
Earn ₹38735 weekly from home. Register now.,spam
Here is the project update you asked for.,ham
Exclusive deal unlocked. Click to access benefits.,spam
I have shared the files with you.,ham
Earn ₹98795 weekly from home. Register now.,spam
Earn ₹44985 weekly from home. Register now.,spam
Limited offer! Save 95% on your purchase today.,spam
Looking forward to your reply.,ham
Please confirm once received.,ham
The deadline is next Monday.,ham
Please review the attached document.,ham
Looking forward to your reply.,ham
Your loan of ₹42048 is approved instantly. Apply today.,spam
You received cashback of ₹46721. Withdraw now.,spam
Reminder: submit your report by Friday.,ham
You received cashback of ₹28757. Withdraw now.,spam
Your account was selected for a special reward. Verify immediately.,spam
Limited offer!!! Buy now and get 50% discount.,spam
"Hi, can we meet at 4 PM tomorrow?",ham
I have shared the files with you.,ham
Limited offer! Save 50% on your purchase today.,spam
Final notice: Your account will be suspended. Act now.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
Congratulations! You have won ₹72661. Claim your prize now.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
Final notice: Your account will be suspended. Act now.,spam
You are selected for a free gift card. Act fast.,spam
Limited offer! Save 85% on your purchase today.,spam
Your loan of ₹15654 is approved instantly. Apply today.,spam
Free gift card worth ₹13402. Claim before expiry.,spam
Free gift card worth ₹41646. Claim before expiry.,spam
Urgent! Your account has been suspended. Verify immediately.,spam
Free gift card worth ₹98752. Claim before expiry.,spam
Your account was selected for a special reward. Verify immediately.,spam
I have shared the files with you.,ham
Earn ₹51880 weekly from home. Register now.,spam
Congratulations! You have won ₹24816. Claim your prize now.,spam
Let's schedule the meeting on Friday.,ham
Please review the attached document.,ham
Limited offer! Save 33% on your purchase today.,spam
Please review the attached document.,ham
Earn ₹52335 weekly from home. Register now.,spam
Thanks for your update.,ham
I have shared the files with you.,ham
Congratulations! You have won ₹50168. Claim your prize now.,spam
Earn ₹83846 weekly from home. Register now.,spam
Please review the attached document.,ham
"Hi, can we meet at 6 PM tomorrow?",ham
I have shared the files with you.,ham
Exclusive deal unlocked. Click to access benefits.,spam
"Hi, can we meet at 11 AM tomorrow?",ham
Your loan of ₹5016 is approved instantly. Apply today.,spam
You received cashback of ₹10188. Withdraw now.,spam
Looking forward to your reply.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Free gift card worth ₹82257. Claim before expiry.,spam
Your loan of ₹43391 is approved instantly. Apply today.,spam
Earn ₹10439 weekly from home. Register now.,spam
Let's schedule the meeting on Tuesday.,ham
I have shared the files with you.,ham
Exclusive deal unlocked. Click to access benefits.,spam
You received cashback of ₹50039. Withdraw now.,spam
Final notice: Your account will be suspended. Act now.,spam
Limited offer! Save 54% on your purchase today.,spam
Your loan of ₹85098 is approved instantly. Apply today.,spam
You received cashback of ₹38862. Withdraw now.,spam
Free gift card worth ₹67499. Claim before expiry.,spam
Please confirm once received.,ham
Free gift card worth ₹3203. Claim before expiry.,spam
Limited offer! Save 54% on your purchase today.,spam
Congratulations! You have won ₹64564. Claim your prize now.,spam
Your account was selected for a special reward. Verify immediately.,spam
You received cashback of ₹34911. Withdraw now.,spam
I have shared the files with you.,ham
I have shared the files with you.,ham
Earn ₹75807 weekly from home. Register now.,spam
Free gift card worth ₹74423. Claim before expiry.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
Limited offer! Save 56% on your purchase today.,spam
Your loan of ₹21084 is approved instantly. Apply today.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Let's schedule the meeting on Friday.,ham
Limited offer! Save 95% on your purchase today.,spam
Congratulations! You have won a free lottery. Click here to claim now.,spam
Please review the attached document.,ham
Your loan of ₹70831 is approved instantly. Apply today.,spam
Congratulations! You have won ₹79260. Claim your prize now.,spam
Let's schedule the meeting on Thursday.,ham
Please review the attached document.,ham
Let me know your availability.,ham
Let me know your availability.,ham
Reminder: submit your report by Friday.,ham
Your account was selected for a special reward. Verify immediately.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Please confirm once received.,ham
Reminder: submit your report by Tuesday.,ham
Win cash prizes instantly by replying to this email.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
Your loan of ₹90266 is approved instantly. Apply today.,spam
Please review the attached document.,ham
Your account was selected for a special reward. Verify immediately.,spam
Free gift card worth ₹57763. Claim before expiry.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Looking forward to your reply.,ham
Earn ₹20946 weekly from home. Register now.,spam
The deadline is next Tuesday.,ham
Let's schedule the meeting on Tuesday.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Please review the attached document.,ham
Looking forward to your reply.,ham
Final notice: Your account will be suspended. Act now.,spam
I have shared the files with you.,ham
Reminder: submit your report by Friday.,ham
Free gift card worth ₹28703. Claim before expiry.,spam
Your account was selected for a special reward. Verify immediately.,spam
Congratulations! You have won ₹58552. Claim your prize now.,spam
Limited offer!!! Buy now and get 50% discount.,spam
Let me know your availability.,ham
Please review the attached document.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
I have shared the files with you.,ham
Free gift card worth ₹99195. Claim before expiry.,spam
Your account was selected for a special reward. Verify immediately.,spam
Thanks for your update.,ham
Looking forward to your reply.,ham
"Hi, can we meet at 4 PM tomorrow?",ham
Free gift card worth ₹35873. Claim before expiry.,spam
You received cashback of ₹66582. Withdraw now.,spam
Limited offer! Save 34% on your purchase today.,spam
Limited offer! Save 79% on your purchase today.,spam
Let's schedule the meeting on Friday.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Congratulations! You have won ₹76558. Claim your prize now.,spam
Let's schedule the meeting on Thursday.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Looking forward to your reply.,ham
I have shared the files with you.,ham
Limited offer!!! Buy now and get 50% discount.,spam
Let's schedule the meeting on Wednesday.,ham
Looking forward to your reply.,ham
Free gift card worth ₹36489. Claim before expiry.,spam
Please confirm once received.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Free gift card worth ₹13655. Claim before expiry.,spam
Looking forward to your reply.,ham
You received cashback of ₹38672. Withdraw now.,spam
Earn ₹38817 weekly from home. Register now.,spam
Let me know your availability.,ham
Your loan of ₹16666 is approved instantly. Apply today.,spam
Thanks for your update.,ham
Your account was selected for a special reward. Verify immediately.,spam
The deadline is next Friday.,ham
Your loan of ₹55849 is approved instantly. Apply today.,spam
Your loan of ₹62862 is approved instantly. Apply today.,spam
Let me know your availability.,ham
The deadline is next Thursday.,ham
Please review the attached document.,ham
The deadline is next Wednesday.,ham
"Hi, please find the meeting agenda attached.",ham
Please review the attached document.,ham
Looking forward to your reply.,ham
Let me know your availability.,ham
Your loan of ₹82471 is approved instantly. Apply today.,spam
Limited offer! Save 42% on your purchase today.,spam
Final notice: Your account will be suspended. Act now.,spam
Earn ₹35192 weekly from home. Register now.,spam
Limited offer! Save 68% on your purchase today.,spam
Can we reschedule our meeting to tomorrow?,ham
Please review the attached document.,ham
Free gift card worth ₹39266. Claim before expiry.,spam
I have shared the files with you.,ham
Limited offer! Save 93% on your purchase today.,spam
You received cashback of ₹52166. Withdraw now.,spam
Urgent! Your account has been suspended. Verify immediately.,spam
Final notice: Your account will be suspended. Act now.,spam
Reminder: submit your report by Thursday.,ham
Limited offer! Save 91% on your purchase today.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
Earn ₹70939 weekly from home. Register now.,spam
Free gift card worth ₹33821. Claim before expiry.,spam
Please review the attached document.,ham
